flight_id,date,carrier,origin,dest,sched_dep_local,dep_hour,predicted_delay_min,predicted_delay_bucket,actual_delay_bucket,dep_delay_min,delay_risk,risk_threshold_used,prob_on_time,prob_15_30_min,prob_30_60_min,prob_60_90_min,prob_90plus_min,prev_arr_delay_min,inbound_delay_after_buffer_min,had_late_inbound,tight_turnaround,turnaround_buffer_min,weather_severity_score,snowfall_cm,precip_mm,wind_gust_kmh,is_fog_code,is_thunderstorm_code,origin_recent_delay_rate,carrier_recent_delay_rate,route_recent_delay_rate,is_evening_bank,origin_hour_congestion_pctile,date_ordinal
2015-01-10_MQ3087,2015-01-10,MQ,ORD,XNA,15:00,15,16.9,0,0,0.0,0.7714,0.82,0.2286,0.3404,0.1942,0.1268,0.11,84.0,,1,0,,1.059,0.0,0.0,35.3,0,0,0.4,0.42,0.575,0,0.2893453385856312,5
2015-01-10_MQ3605,2015-01-10,MQ,ORD,FWA,18:05,18,13.1,0,0,-2.0,0.7711,0.82,0.2289,0.2492,0.3428,0.0729,0.1063,-2.0,0.0,0,0,299.0,1.026,0.0,0.0,34.2,0,0,0.54,0.41,0.45,1,0.5639654848996436,5
2015-01-11_NK295,2015-01-11,NK,ORD,IAH,20:20,20,33.4,0,1,20.0,0.7671,0.82,0.2329,0.1666,0.2191,0.1378,0.2436,29.0,,1,0,,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.45,0.66,1,0.6072969424123054,6
2015-01-11_F9667,2015-01-11,F9,DEN,SFO,21:25,21,8.7,0,2,49.0,0.7646,0.82,0.2354,0.2601,0.1692,0.2452,0.0902,62.0,0.0,1,0,153.0,0.46599999999999997,0.07,0.0,9.7,0,0,0.44,0.34,0.44,0,0.23706673564407657,6
2015-01-11_MQ3165,2015-01-11,MQ,ORD,MQT,18:00,18,15.0,0,2,34.0,0.7632,0.82,0.2368,0.2151,0.2475,0.1236,0.1769,-18.0,0.0,0,0,117.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.54,0.3,,1,0.8659726130181955,6
2015-01-11_MQ3606,2015-01-11,MQ,ORD,DTW,18:20,18,15.7,0,0,8.0,0.761,0.82,0.239,0.3158,0.1077,0.0898,0.2476,12.0,0.0,0,0,182.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.31,0.42,1,0.8659726130181955,6
2015-01-11_MQ3233,2015-01-11,MQ,ORD,XNA,20:40,20,38.0,0,2,39.0,0.7608,0.82,0.2392,0.1473,0.123,0.1084,0.382,8.0,0.0,0,0,224.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.41,0.5106382978723404,1,0.6072969424123054,6
2015-01-11_MQ3229,2015-01-11,MQ,ORD,XNA,18:25,18,15.6,0,0,4.0,0.756,0.82,0.244,0.3174,0.1357,0.1099,0.1929,-1.0,0.0,0,0,146.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.68,0.31,0.5111111111111111,1,0.8659726130181955,6
2015-01-11_MQ3068,2015-01-11,MQ,ORD,CMH,19:45,19,33.5,0,0,12.0,0.7557,0.82,0.2443,0.1253,0.1216,0.1348,0.3739,-3.0,0.0,0,0,200.0,1.8070000000000002,0.28,0.4,16.9,0,0,0.6,0.35,0.54,1,0.17792159069592947,6
2015-01-11_MQ2907,2015-01-11,MQ,ORD,CVG,18:40,18,16.1,0,2,39.0,0.7538,0.82,0.2462,0.2306,0.1668,0.206,0.1505,0.0,,0,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.32,0.62,1,0.8659726130181955,6
2015-01-11_AA288,2015-01-11,AA,ORD,BOS,20:05,20,34.0,0,2,52.0,0.7527,0.82,0.2473,0.0983,0.1563,0.0991,0.3991,-1.0,,0,0,,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.37,0.58,1,0.6072969424123054,6
2015-01-10_MQ3124,2015-01-10,MQ,ORD,TVC,19:55,19,17.9,0,0,12.0,0.7519,0.82,0.2481,0.2602,0.2304,0.1251,0.1362,27.0,0.0,1,0,188.0,1.038,0.0,0.0,34.6,0,0,0.5,0.42,0.5172413793103449,1,0.17792159069592947,5
2015-01-11_UA222,2015-01-11,UA,ORD,BDL,18:13,18,18.5,0,3,84.0,0.7515,0.82,0.2485,0.2494,0.1751,0.2096,0.1174,29.0,,1,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.6,0.45,0.6666666666666666,1,0.8659726130181955,6
2015-01-11_UA263,2015-01-11,UA,ORD,MSP,20:20,20,44.6,0,1,23.0,0.7504,0.82,0.2496,0.0271,0.0461,0.0478,0.6294,-15.0,0.0,0,0,269.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.52,0.67,0.46,1,0.6072969424123054,6
2015-01-11_DL1777,2015-01-11,DL,ORD,ATL,19:15,19,28.8,0,0,13.0,0.7501,0.82,0.2499,0.1263,0.2321,0.1296,0.262,126.0,,1,0,,1.8070000000000002,0.28,0.4,16.9,0,0,0.64,0.17,0.28,1,0.17792159069592947,6
2015-01-11_UA1440,2015-01-11,UA,ORD,PHL,18:20,18,16.2,0,3,65.0,0.7482,0.82,0.2518,0.1545,0.2514,0.2154,0.1269,2.0,,0,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.49,0.34,1,0.8659726130181955,6
2015-01-11_MQ3201,2015-01-11,MQ,ORD,BNA,20:05,20,34.8,0,4,95.0,0.7477,0.82,0.2523,0.1276,0.1474,0.043,0.4298,-4.0,0.0,0,0,201.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.36,0.46,1,0.6072969424123054,6
2015-01-11_UA420,2015-01-11,UA,ORD,ROC,18:40,18,17.9,0,2,45.0,0.739,0.82,0.261,0.1962,0.2137,0.1594,0.1697,2.0,,0,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.68,0.53,0.6842105263157895,1,0.8659726130181955,6
2015-01-11_UA472,2015-01-11,UA,ORD,ALB,18:55,18,25.2,0,3,78.0,0.7385,0.82,0.2615,0.1809,0.1691,0.229,0.1595,365.0,,1,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.64,0.57,0.7142857142857143,1,0.8659726130181955,6
2015-01-11_MQ3084,2015-01-11,MQ,ORD,CMH,21:30,21,29.7,0,4,130.0,0.7381,0.82,0.2619,0.1144,0.1659,0.0654,0.3923,-2.0,0.0,0,0,453.0,1.4609999999999999,0.21,0.3,16.2,0,0,0.54,0.46,0.54,0,0.17792159069592947,6
2015-01-11_AA1118,2015-01-11,AA,ORD,PBI,19:05,19,32.3,0,2,32.0,0.7378,0.82,0.2622,0.0999,0.166,0.0518,0.4201,4.0,0.0,0,0,221.0,1.8070000000000002,0.28,0.4,16.9,0,0,0.64,0.31,0.6153846153846154,1,0.17792159069592947,6
2015-01-11_OO5531,2015-01-11,OO,DEN,GTF,18:55,18,12.7,0,1,26.0,0.7344,0.82,0.2656,0.2439,0.2388,0.0931,0.1587,31.0,0.0,1,0,133.0,0.174,0.0,0.0,5.8,0,0,0.64,0.32,0.5714285714285714,1,0.539187790998448,6
2015-01-10_UA1585,2015-01-10,UA,ORD,BDL,19:35,19,19.4,0,3,82.0,0.7323,0.82,0.2677,0.2321,0.2547,0.1672,0.0783,141.0,,1,0,,1.038,0.0,0.0,34.6,0,0,0.56,0.4,0.7142857142857143,1,0.17792159069592947,5
2015-01-11_MQ3405,2015-01-11,MQ,ORD,DSM,22:15,22,16.4,0,2,52.0,0.7315,0.82,0.2685,0.0946,0.1049,0.3078,0.2242,96.0,0.0,1,0,268.0,0.799,0.07,0.1,15.8,0,0,0.58,0.49,0.46,0,0.004220596510973551,6
2015-01-11_UA1091,2015-01-11,UA,ORD,IAD,18:14,18,16.8,0,3,80.0,0.7296,0.82,0.2704,0.2545,0.1842,0.1712,0.1198,-4.0,,0,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.62,0.46,0.5428571428571428,1,0.8659726130181955,6
2015-01-10_MQ3611,2015-01-10,MQ,ORD,BUF,17:10,17,14.0,0,3,61.0,0.7294,0.82,0.2706,0.1724,0.1907,0.2738,0.0926,43.0,0.0,1,0,308.0,0.972,0.0,0.0,32.4,0,0,0.4,0.4,0.5555555555555556,1,0.03442130932282874,5
2015-01-10_EV3932,2015-01-10,EV,ORD,IND,16:00,16,14.3,0,2,59.0,0.7292,0.82,0.2708,0.2815,0.1903,0.1495,0.1078,46.0,0.0,1,0,172.0,1.038,0.0,0.0,34.6,0,0,0.4,0.28,0.5217391304347826,1,0.31804539486025135,5
2015-01-11_AA2376,2015-01-11,AA,ORD,PHX,20:05,20,30.0,0,2,47.0,0.729,0.82,0.271,0.1404,0.2549,0.2114,0.1223,-6.0,0.0,0,0,232.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.38,0.4,1,0.6072969424123054,6
2015-01-11_NK167,2015-01-11,NK,ORD,PHX,21:15,21,23.9,0,0,-2.0,0.7271,0.82,0.2729,0.1454,0.1666,0.1569,0.2582,4.0,,0,0,,1.4609999999999999,0.21,0.3,16.2,0,0,0.54,0.45,0.42,0,0.17792159069592947,6
2015-01-11_UA669,2015-01-11,UA,DEN,MSP,19:41,19,12.9,0,0,-2.0,0.7267,0.82,0.2733,0.2529,0.1747,0.1737,0.1254,34.0,0.0,1,0,91.0,0.183,0.0,0.0,6.1,0,0,0.56,0.62,0.26,1,0.9094671495085359,6
2015-01-10_MQ3469,2015-01-10,MQ,ORD,FSD,15:25,15,15.6,0,2,35.0,0.7267,0.82,0.2733,0.32,0.1809,0.0957,0.13,24.0,0.0,1,0,172.0,1.059,0.0,0.0,35.3,0,0,0.48,0.41,0.4166666666666667,0,0.2893453385856312,5
2015-01-11_UA730,2015-01-11,UA,ORD,BWI,18:12,18,16.9,0,0,9.0,0.7264,0.82,0.2736,0.2,0.1915,0.1801,0.1548,-7.0,,0,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.62,0.45,0.5789473684210527,1,0.8659726130181955,6
2015-01-11_MQ3013,2015-01-11,MQ,ORD,CVG,21:05,21,29.2,0,3,86.0,0.7206,0.82,0.2794,0.1001,0.1402,0.174,0.3063,-5.0,0.0,0,0,402.0,1.4609999999999999,0.21,0.3,16.2,0,0,0.54,0.41,0.62,0,0.17792159069592947,6
2015-01-11_MQ2971,2015-01-11,MQ,ORD,MLI,19:55,19,32.8,0,0,6.0,0.7195,0.82,0.2805,0.1155,0.233,0.1088,0.2622,7.0,0.0,0,0,298.0,1.8070000000000002,0.28,0.4,16.9,0,0,0.56,0.36,0.4473684210526316,1,0.17792159069592947,6
2015-01-11_EV4726,2015-01-11,EV,ORD,CAK,19:34,19,32.4,0,1,18.0,0.7193,0.82,0.2807,0.0642,0.1303,0.0739,0.4509,0.0,,0,0,,1.8070000000000002,0.28,0.4,16.9,0,0,0.56,0.31,0.4117647058823529,1,0.17792159069592947,6
2015-01-11_UA659,2015-01-11,UA,DEN,SMF,19:04,19,15.8,0,0,11.0,0.7181,0.82,0.2819,0.2163,0.2065,0.2039,0.0914,134.0,,1,0,,0.183,0.0,0.0,6.1,0,0,0.6,0.58,0.6428571428571429,1,0.9094671495085359,6
2015-01-11_F9783,2015-01-11,F9,DEN,LAS,18:35,18,10.4,0,0,10.0,0.7137,0.82,0.2863,0.1626,0.1016,0.1161,0.3333,140.0,0.0,1,0,180.0,0.174,0.0,0.0,5.8,0,0,0.62,0.32,0.42,1,0.539187790998448,6
2015-01-10_MQ3192,2015-01-10,MQ,ORD,GRR,15:25,15,13.9,0,0,5.0,0.7132,0.82,0.2868,0.2101,0.2705,0.1452,0.0874,0.0,,0,0,,1.059,0.0,0.0,35.3,0,0,0.5,0.4,0.5416666666666666,0,0.2893453385856312,5
2015-01-10_UA1030,2015-01-10,UA,ORD,LAX,18:10,18,12.9,0,4,107.0,0.7132,0.82,0.2868,0.3146,0.2365,0.0684,0.0937,13.0,,0,0,,1.026,0.0,0.0,34.2,0,0,0.56,0.44,0.62,1,0.5639654848996436,5
2015-01-11_AA41,2015-01-11,AA,ORD,SEA,20:50,20,33.3,0,3,71.0,0.713,0.82,0.287,0.1079,0.1482,0.059,0.3979,-2.0,0.0,0,0,189.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.52,0.41,0.62,1,0.6072969424123054,6
2015-01-11_OO5351,2015-01-11,OO,ORD,CMX,21:18,21,29.1,0,0,-3.0,0.7129,0.82,0.2871,0.2293,0.1553,0.0661,0.2622,23.0,,1,0,,1.4609999999999999,0.21,0.3,16.2,0,0,0.54,0.42,0.3076923076923077,0,0.17792159069592947,6
2015-01-11_MQ3413,2015-01-11,MQ,ORD,DTW,15:10,15,17.6,0,4,91.0,0.7124,0.82,0.2876,0.219,0.1624,0.0936,0.2374,89.0,0.0,1,0,182.0,0.6599999999999999,0.0,0.0,22.0,0,0,0.22,0.18,0.38,0,0.6468767585818795,6
2015-01-11_AS21,2015-01-11,AS,ORD,SEA,19:30,19,26.2,0,2,31.0,0.7113,0.82,0.2887,0.1334,0.2068,0.0982,0.2729,0.0,,0,0,,1.8070000000000002,0.28,0.4,16.9,0,0,0.54,0.3125,0.62,1,0.17792159069592947,6
2015-01-11_OO2641,2015-01-11,OO,ORD,ICT,19:25,19,26.6,0,4,123.0,0.7109,0.82,0.2891,0.056,0.078,0.0537,0.5232,0.0,0.0,0,0,96.0,1.8070000000000002,0.28,0.4,16.9,0,0,0.56,0.35,0.4888888888888889,1,0.17792159069592947,6
2015-01-11_AA149,2015-01-11,AA,ORD,JFK,19:35,19,32.6,0,2,57.0,0.7102,0.82,0.2898,0.1065,0.1643,0.0594,0.38,5.0,,0,0,,1.8070000000000002,0.28,0.4,16.9,0,0,0.58,0.33,0.5185185185185185,1,0.17792159069592947,6
2015-01-10_UA681,2015-01-10,UA,ORD,SFO,15:22,15,14.8,0,2,50.0,0.7076,0.82,0.2924,0.2875,0.2758,0.0646,0.0798,43.0,,1,0,,1.059,0.0,0.0,35.3,0,0,0.48,0.41,0.72,0,0.2893453385856312,5
2015-01-10_UA1622,2015-01-10,UA,ORD,PHL,19:35,19,15.4,0,3,74.0,0.7061,0.82,0.2939,0.2183,0.2633,0.1168,0.1077,32.0,,1,0,,1.038,0.0,0.0,34.6,0,0,0.56,0.4,0.42,1,0.17792159069592947,5
2015-01-11_EV3943,2015-01-11,EV,ORD,MCI,20:45,20,36.1,0,0,12.0,0.7059,0.82,0.2941,0.1027,0.1819,0.0489,0.3724,9.0,0.0,0,0,447.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.56,0.35,0.6458333333333334,1,0.6072969424123054,6
2015-01-11_EV3942,2015-01-11,EV,ORD,ROA,20:00,20,35.6,0,4,96.0,0.7054,0.82,0.2946,0.0548,0.069,0.0392,0.5424,0.0,0.0,0,0,158.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.32,,1,0.6072969424123054,6
2015-01-11_AA1384,2015-01-11,AA,ORD,MSP,20:55,20,32.5,0,1,27.0,0.7054,0.82,0.2946,0.0548,0.0926,0.0838,0.4743,0.0,,0,0,,1.7980000000000003,0.28,0.4,16.6,0,0,0.52,0.42,0.46,1,0.6072969424123054,6
2015-01-11_EV6113,2015-01-11,EV,ORD,CAE,19:08,19,32.9,0,1,19.0,0.7042,0.82,0.2958,0.0512,0.0972,0.0543,0.5016,10.0,0.0,0,0,183.0,1.8070000000000002,0.28,0.4,16.9,0,0,0.64,0.31,0.4166666666666667,1,0.17792159069592947,6
2015-01-11_AA1587,2015-01-11,AA,ORD,LAS,21:25,21,27.2,0,2,46.0,0.7029,0.82,0.2971,0.1477,0.2109,0.1159,0.2284,16.0,0.0,1,0,203.0,1.4609999999999999,0.21,0.3,16.2,0,0,0.54,0.46,0.56,0,0.17792159069592947,6
2015-01-11_MQ3102,2015-01-11,MQ,ORD,DAY,17:25,17,16.2,0,2,55.0,0.6986,0.82,0.3014,0.3139,0.1726,0.1175,0.0944,19.0,0.0,1,0,64.0,0.582,0.0,0.0,19.4,0,0,0.48,0.27,0.56,1,0.6072969424123054,6
2015-01-11_UA1123,2015-01-11,UA,DEN,SAN,19:00,19,15.3,0,0,5.0,0.6975,0.82,0.3025,0.1669,0.2333,0.2255,0.0718,40.0,0.0,1,0,246.0,0.183,0.0,0.0,6.1,0,0,0.64,0.59,0.38,1,0.9094671495085359,6
2015-01-11_AA1398,2015-01-11,AA,ORD,AUS,20:55,20,32.0,0,3,75.0,0.6965,0.82,0.3035,0.0201,0.2518,0.0664,0.3583,-8.0,,0,0,,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.43,0.3333333333333333,1,0.6072969424123054,6
2015-01-11_UA1493,2015-01-11,UA,ORD,DCA,18:02,18,16.8,0,1,23.0,0.6956,0.82,0.3044,0.2345,0.2182,0.0932,0.1497,11.0,,0,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.58,0.41,0.6,1,0.8659726130181955,6
2015-01-11_NK853,2015-01-11,NK,ORD,DEN,21:40,21,22.9,0,3,61.0,0.6952,0.82,0.3048,0.1373,0.1669,0.0503,0.3406,-14.0,,0,0,,1.4609999999999999,0.21,0.3,16.2,0,0,0.56,0.44,0.5,0,0.17792159069592947,6
2015-01-11_OO6437,2015-01-11,OO,ORD,DFW,20:05,20,33.9,0,0,3.0,0.6945,0.82,0.3055,0.0887,0.0614,0.0325,0.5118,2.0,0.0,0,0,148.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.54,0.41,0.5,1,0.6072969424123054,6
2015-01-10_B61106,2015-01-10,B6,ORD,JFK,18:40,18,15.3,0,0,-5.0,0.6944,0.82,0.3056,0.2838,0.2275,0.1069,0.0762,37.0,,1,0,,1.026,0.0,0.0,34.2,0,0,0.58,0.5555555555555556,0.5909090909090909,1,0.5639654848996436,5
2015-01-10_NK630,2015-01-10,NK,ORD,LGA,17:59,17,10.5,0,1,23.0,0.6943,0.82,0.3057,0.1269,0.1409,0.3031,0.1234,26.0,0.0,1,0,50.0,0.972,0.0,0.0,32.4,0,0,0.44,0.52,0.56,1,0.03442130932282874,5
2015-01-11_OO6449,2015-01-11,OO,ORD,SLC,18:00,18,17.4,0,0,11.0,0.6917,0.82,0.3083,0.1749,0.1346,0.2106,0.1716,232.0,,1,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.56,0.29,0.6122448979591837,1,0.8659726130181955,6
2015-01-11_OO6384,2015-01-11,OO,ORD,COS,20:20,20,34.7,0,0,14.0,0.6905,0.82,0.3095,0.1177,0.084,0.0676,0.4212,2.0,0.0,0,0,128.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.56,0.41,0.6428571428571429,1,0.6072969424123054,6
2015-01-11_WN426,2015-01-11,WN,DEN,SMF,21:10,21,10.2,0,4,158.0,0.6892,0.82,0.3108,0.3696,0.1652,0.1184,0.0361,52.0,,1,0,,0.46599999999999997,0.07,0.0,9.7,0,0,0.46,0.4,0.627906976744186,0,0.23706673564407657,6
2015-01-11_UA545,2015-01-11,UA,ORD,BOS,21:15,21,33.0,0,2,33.0,0.6883,0.82,0.3117,0.0707,0.1031,0.0716,0.4429,-7.0,0.0,0,0,287.0,1.4609999999999999,0.21,0.3,16.2,0,0,0.52,0.68,0.58,0,0.17792159069592947,6
2015-01-10_MQ3689,2015-01-10,MQ,ORD,CVG,17:05,17,15.2,0,1,27.0,0.6865,0.82,0.3135,0.2579,0.2177,0.1273,0.0837,71.0,0.0,1,0,460.0,0.972,0.0,0.0,32.4,0,0,0.34,0.39,0.7,1,0.03442130932282874,5
2015-01-11_UA499,2015-01-11,UA,ORD,SFO,15:22,15,13.4,0,0,8.0,0.6837,0.82,0.3163,0.1988,0.2721,0.0444,0.1684,100.0,,1,0,,0.6599999999999999,0.0,0.0,22.0,0,0,0.26,0.27,0.72,0,0.6468767585818795,6
2015-01-10_UA1196,2015-01-10,UA,ORD,CMH,19:35,19,17.4,0,0,-2.0,0.6821,0.82,0.3179,0.2425,0.2304,0.1033,0.1058,27.0,,1,0,,1.038,0.0,0.0,34.6,0,0,0.58,0.41,0.64,1,0.17792159069592947,5
2015-01-11_UA884,2015-01-11,UA,ORD,EWR,18:08,18,17.3,0,2,36.0,0.6784,0.82,0.3216,0.2481,0.1918,0.1048,0.1338,6.0,0.0,0,0,271.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.6,0.43,0.62,1,0.8659726130181955,6
2015-01-11_OO2637,2015-01-11,OO,ORD,MKE,19:45,19,27.8,0,0,7.0,0.6749,0.82,0.3251,0.0652,0.1259,0.086,0.3979,0.0,0.0,0,0,77.0,1.8070000000000002,0.28,0.4,16.9,0,0,0.6,0.36,0.26,1,0.17792159069592947,6
2015-01-11_MQ2933,2015-01-11,MQ,ORD,EVV,20:15,20,35.4,0,2,47.0,0.6747,0.82,0.3253,0.0722,0.1343,0.1294,0.3389,0.0,,0,0,,1.7980000000000003,0.28,0.4,16.6,0,0,0.48,0.39,0.5769230769230769,1,0.6072969424123054,6
2015-01-11_OO5619,2015-01-11,OO,DEN,HLN,19:52,19,11.5,0,2,34.0,0.674,0.82,0.326,0.2778,0.1947,0.093,0.1086,31.0,0.0,1,0,176.0,0.183,0.0,0.0,6.1,0,0,0.56,0.38,,1,0.9094671495085359,6
2015-01-11_UA1436,2015-01-11,UA,DEN,PDX,19:08,19,11.2,0,1,22.0,0.6719,0.82,0.3281,0.257,0.2437,0.1147,0.0565,9.0,,0,0,,0.183,0.0,0.0,6.1,0,0,0.54,0.57,0.62,1,0.9094671495085359,6
2015-01-11_NK630,2015-01-11,NK,ORD,LGA,17:59,17,12.1,0,2,40.0,0.6716,0.82,0.3284,0.1602,0.0858,0.3344,0.0912,43.0,0.0,1,0,50.0,0.582,0.0,0.0,19.4,0,0,0.54,0.43,0.34,1,0.6072969424123054,6
2015-01-10_MQ3185,2015-01-10,MQ,ORD,COU,19:55,19,17.7,0,0,-2.0,0.6713,0.82,0.3287,0.191,0.2687,0.0959,0.1156,23.0,0.0,1,0,207.0,1.038,0.0,0.0,34.6,0,0,0.48,0.42,0.8181818181818182,1,0.17792159069592947,5
2015-01-11_UA336,2015-01-11,UA,ORD,PIT,18:55,18,17.2,0,3,63.0,0.6712,0.82,0.3288,0.1744,0.2427,0.0284,0.2257,-18.0,0.0,0,0,314.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.58,0.5357142857142857,1,0.8659726130181955,6
2015-01-11_AA2353,2015-01-11,AA,ORD,DFW,20:30,20,31.7,0,1,19.0,0.6698,0.82,0.3302,0.1419,0.1383,0.0416,0.3481,0.0,,0,0,,1.7980000000000003,0.28,0.4,16.6,0,0,0.52,0.4,0.5,1,0.6072969424123054,6
2015-01-11_UA1078,2015-01-11,UA,DEN,IAH,18:04,18,11.2,0,2,31.0,0.6661,0.82,0.3339,0.3089,0.1477,0.123,0.0865,36.0,0.0,1,0,310.0,0.174,0.0,0.0,5.8,0,0,0.56,0.42,0.38,1,0.539187790998448,6
2015-01-10_NK968,2015-01-10,NK,ORD,BWI,21:04,21,12.5,0,4,105.0,0.665,0.82,0.335,0.1448,0.149,0.1185,0.2527,79.0,0.0,1,0,453.0,1.08,0.0,0.0,36.0,0,0,0.48,0.52,0.6176470588235294,0,0.020165072219095855,5
2015-01-11_UA1101,2015-01-11,UA,DEN,LAS,19:45,19,13.0,0,0,6.0,0.665,0.82,0.335,0.3184,0.1747,0.1071,0.0648,35.0,,1,0,,0.183,0.0,0.0,6.1,0,0,0.54,0.62,0.4,1,0.9094671495085359,6
2015-01-10_EV6034,2015-01-10,EV,ORD,ELM,16:10,16,13.8,0,0,-5.0,0.6643,0.82,0.3357,0.372,0.1089,0.0655,0.118,133.0,,1,0,,1.038,0.0,0.0,34.6,0,0,0.4,0.29,0.7,1,0.31804539486025135,5
2015-01-11_MQ3673,2015-01-11,MQ,ORD,CMI,20:35,20,37.3,0,2,50.0,0.6628,0.82,0.3372,0.0717,0.1079,0.1454,0.3379,0.0,,0,0,,1.7980000000000003,0.28,0.4,16.6,0,0,0.52,0.41,0.631578947368421,1,0.6072969424123054,6
2015-01-10_OO5403,2015-01-10,OO,ORD,MKG,16:06,16,12.8,0,0,-8.0,0.662,0.82,0.338,0.1792,0.2217,0.1426,0.1186,64.0,0.0,1,0,242.0,1.038,0.0,0.0,34.6,0,0,0.4,0.25,0.2727272727272727,1,0.31804539486025135,5
2015-01-10_OO6198,2015-01-10,OO,ORD,BOI,18:00,18,16.5,0,0,10.0,0.6613,0.82,0.3387,0.227,0.2316,0.0871,0.1157,160.0,,1,0,,1.026,0.0,0.0,34.2,0,0,0.48,0.27,,1,0.5639654848996436,5
2015-01-11_UA493,2015-01-11,UA,ORD,SFO,17:06,17,9.7,0,2,40.0,0.6594,0.82,0.3406,0.4394,0.1165,0.0411,0.0623,0.0,,0,0,,0.582,0.0,0.0,19.4,0,0,0.38,0.37,0.68,1,0.6072969424123054,6
2015-01-11_UA1284,2015-01-11,UA,ORD,DSM,20:18,20,43.3,0,2,43.0,0.6574,0.82,0.3426,0.025,0.0693,0.0567,0.5064,-7.0,0.0,0,0,244.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.5,0.66,0.44,1,0.6072969424123054,6
2015-01-11_EV3950,2015-01-11,EV,DEN,TUL,17:41,17,7.9,0,3,82.0,0.6568,0.82,0.3432,0.1675,0.2795,0.1358,0.0739,44.0,0.0,1,0,135.0,0.162,0.0,0.0,5.4,0,0,0.52,0.29,0.5,1,0.37558199689601657,6
2015-01-10_MQ3699,2015-01-10,MQ,ORD,RIC,20:58,20,12.7,0,0,0.0,0.6532,0.82,0.3468,0.1262,0.1834,0.1876,0.1559,0.0,0.0,0,0,160.0,1.038,0.0,0.0,34.6,0,0,0.5,0.46,0.5806451612903226,1,0.06706058900769087,5
2015-01-11_MQ3319,2015-01-11,MQ,ORD,CMI,19:05,19,33.9,0,2,43.0,0.6532,0.82,0.3468,0.0943,0.0536,0.1006,0.4046,-26.0,0.0,0,0,178.0,1.8070000000000002,0.28,0.4,16.9,0,0,0.64,0.34,0.6216216216216216,1,0.17792159069592947,6
2015-01-10_MQ2933,2015-01-10,MQ,ORD,EVV,20:15,20,11.8,0,4,134.0,0.6523,0.82,0.3477,0.1498,0.2039,0.1525,0.1461,0.0,,0,0,,1.038,0.0,0.0,34.6,0,0,0.42,0.43,0.5909090909090909,1,0.06706058900769087,5
2015-01-11_MQ3039,2015-01-11,MQ,ORD,ALO,20:10,20,33.1,0,4,155.0,0.651,0.82,0.349,0.0653,0.0908,0.0952,0.3997,0.0,0.0,0,0,189.0,1.7980000000000003,0.28,0.4,16.6,0,0,0.46,0.38,0.5833333333333334,1,0.6072969424123054,6
2015-01-10_MQ3619,2015-01-10,MQ,ORD,CWA,16:20,16,11.8,0,0,-4.0,0.6508,0.82,0.3492,0.224,0.1612,0.1373,0.1284,-1.0,0.0,0,0,179.0,1.038,0.0,0.0,34.6,0,0,0.38,0.41,0.6190476190476191,1,0.31804539486025135,5
2015-01-10_MQ2986,2015-01-10,MQ,ORD,DTW,16:10,16,12.1,0,1,29.0,0.6495,0.82,0.3505,0.286,0.1397,0.0649,0.1589,4.0,0.0,0,0,131.0,1.038,0.0,0.0,34.6,0,0,0.4,0.41,0.44,1,0.31804539486025135,5
2015-01-11_WN4256,2015-01-11,WN,DEN,LAS,21:15,21,8.9,0,0,-4.0,0.6493,0.82,0.3507,0.2505,0.2675,0.0706,0.0608,32.0,,1,0,,0.46599999999999997,0.07,0.0,9.7,0,0,0.48,0.43,0.38,0,0.23706673564407657,6
2015-01-11_AA1008,2015-01-11,AA,ORD,RSW,18:45,18,19.1,0,2,31.0,0.6465,0.82,0.3535,0.2561,0.1454,0.1156,0.1293,193.0,,1,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.64,0.27,0.5128205128205128,1,0.8659726130181955,6
