flight_id,date,carrier,origin,dest,sched_dep_local,dep_hour,predicted_delay_min,predicted_delay_bucket,actual_delay_bucket,dep_delay_min,delay_risk,risk_threshold_used,prob_on_time,prob_15_30_min,prob_30_60_min,prob_60_90_min,prob_90plus_min,prev_arr_delay_min,inbound_delay_after_buffer_min,had_late_inbound,tight_turnaround,turnaround_buffer_min,weather_severity_score,snowfall_cm,precip_mm,wind_gust_kmh,is_fog_code,is_thunderstorm_code,origin_recent_delay_rate,carrier_recent_delay_rate,route_recent_delay_rate,is_evening_bank,origin_hour_congestion_pctile,date_ordinal
2015-01-10_EV4731,2015-01-10,EV,ORD,SBN,13:15,13,10.7,0,0,5.0,0.3404,0.82,0.6596,0.1355,0.1134,0.0397,0.0519,139.0,,1,0,,1.176,0.0,0.0,39.2,0,0,0.24,0.41,0.4,0,0.8181391858938285,5
2015-01-11_UA754,2015-01-11,UA,DEN,LGA,12:34,12,5.8,0,0,-3.0,0.3401,0.82,0.6599,0.1532,0.1134,0.0083,0.0651,-18.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.26,0.25,0.4583333333333333,0,0.5565183652353854,6
2015-01-10_F9116,2015-01-10,F9,DEN,MSP,20:48,20,6.3,0,2,43.0,0.3398,0.82,0.6602,0.1235,0.1067,0.0688,0.0407,63.0,,1,0,,0.519,0.0,0.0,17.3,0,0,0.14,0.36,0.34,1,0.11174340403517848,5
2015-01-11_OO5159,2015-01-11,OO,ORD,CMH,13:20,13,10.5,0,0,9.0,0.3398,0.82,0.6602,0.1095,0.0923,0.0344,0.1036,108.0,,1,0,,0.798,0.0,0.0,26.6,0,0,0.18,0.24,0.6,0,0.916619771149878,6
2015-01-11_MQ3212,2015-01-11,MQ,ORD,TYS,09:50,9,10.9,0,0,-7.0,0.3395,0.82,0.6605,0.1354,0.072,0.0651,0.067,143.0,,1,0,,0.735,0.0,0.0,24.5,0,0,0.14,0.38,0.6060606060606061,0,0.7106546614143688,6
2015-01-11_AS677,2015-01-11,AS,DEN,SEA,12:00,12,4.5,0,0,-1.0,0.3395,0.82,0.6605,0.0748,0.2252,0.0329,0.0067,0.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.36,0.3409090909090909,0.36,0,0.5565183652353854,6
2015-01-10_OO6367,2015-01-10,OO,ORD,MSP,20:20,20,7.7,0,1,18.0,0.339,0.82,0.661,0.067,0.1319,0.0788,0.0613,-2.0,,0,0,,1.038,0.0,0.0,34.6,0,0,0.48,0.28,0.54,1,0.06706058900769087,5
2015-01-11_UA1751,2015-01-11,UA,ORD,IAH,09:50,9,7.5,0,0,2.0,0.3388,0.82,0.6612,0.0633,0.1585,0.0326,0.0844,-6.0,,0,0,,0.735,0.0,0.0,24.5,0,0,0.12,0.37,0.72,0,0.7106546614143688,6
2015-01-11_WN402,2015-01-11,WN,DEN,OAK,17:45,17,6.4,0,2,30.0,0.3388,0.82,0.6612,0.1918,0.0678,0.0468,0.0325,7.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.52,0.18,0.43478260869565216,1,0.37558199689601657,6
2015-01-11_EV6127,2015-01-11,EV,ORD,BNA,11:24,11,6.2,0,0,3.0,0.3384,0.82,0.6616,0.1736,0.1056,0.0088,0.0504,48.0,,1,0,,0.735,0.0,0.0,24.5,0,0,0.1,0.23,0.5,0,0.17792159069592947,6
2015-01-11_UA1020,2015-01-11,UA,ORD,IAH,11:00,11,6.7,0,0,-2.0,0.3379,0.82,0.6621,0.1715,0.0989,0.0137,0.0538,-15.0,,0,0,,0.735,0.0,0.0,24.5,0,0,0.06,0.29,0.7,0,0.17792159069592947,6
2015-01-11_F9265,2015-01-11,F9,DEN,SNA,18:50,18,5.4,0,0,0.0,0.3378,0.82,0.6622,0.1303,0.0835,0.1174,0.0067,1.0,0.0,0,0,283.0,0.174,0.0,0.0,5.8,0,0,0.66,0.31,0.28,1,0.539187790998448,6
2015-01-10_DL2149,2015-01-10,DL,DEN,MSP,16:00,16,6.5,0,0,-5.0,0.3375,0.82,0.6625,0.1308,0.0949,0.0418,0.07,217.0,,1,0,,0.399,0.0,0.0,13.3,0,0,0.26,0.24,0.32,1,0.188178996378686,5
2015-01-10_AA198,2015-01-10,AA,ORD,JFK,13:00,13,9.2,0,2,38.0,0.3373,0.82,0.6627,0.1258,0.1375,0.0271,0.0469,69.0,,1,0,,1.176,0.0,0.0,39.2,0,0,0.3,0.43,0.5714285714285714,0,0.8181391858938285,5
2015-01-11_F91073,2015-01-11,F9,ORD,DEN,18:50,18,11.5,0,0,10.0,0.3372,0.82,0.6628,0.0929,0.0953,0.1273,0.0217,6.0,0.0,0,1,40.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.32,0.52,1,0.8659726130181955,6
2015-01-11_MQ3206,2015-01-11,MQ,ORD,GRR,09:25,9,9.4,0,0,2.0,0.3367,0.82,0.6633,0.1624,0.0921,0.0294,0.0527,19.0,,1,0,,0.735,0.0,0.0,24.5,0,0,0.14,0.39,0.54,0,0.7106546614143688,6
2015-01-10_WN3083,2015-01-10,WN,DEN,DAL,16:45,16,5.8,0,0,8.0,0.3365,0.82,0.6635,0.1761,0.0727,0.0235,0.0641,1.0,,0,0,,0.399,0.0,0.0,13.3,0,0,0.28,0.15,0.47058823529411764,1,0.188178996378686,5
2015-01-10_EV5940,2015-01-10,EV,ORD,BNA,13:45,13,7.1,0,0,0.0,0.3362,0.82,0.6638,0.0997,0.115,0.0208,0.1007,-12.0,0.0,0,0,173.0,1.176,0.0,0.0,39.2,0,0,0.2,0.35,0.58,0,0.8181391858938285,5
2015-01-11_WN250,2015-01-11,WN,DEN,MDW,13:00,13,5.5,0,0,-2.0,0.3358,0.82,0.6642,0.1125,0.126,0.0312,0.0661,-15.0,,0,0,,0.358,0.07,0.0,6.1,0,0,0.14,0.14,0.36,0,0.20382824624935333,6
2015-01-10_EV3964,2015-01-10,EV,ORD,TVC,17:07,17,6.3,0,0,-5.0,0.3357,0.82,0.6643,0.1337,0.1106,0.0219,0.0695,4.0,0.0,0,0,185.0,0.972,0.0,0.0,32.4,0,0,0.38,0.2,0.5357142857142857,1,0.03442130932282874,5
2015-01-10_WN2544,2015-01-10,WN,DEN,OMA,18:25,18,6.3,0,1,15.0,0.3349,0.82,0.6651,0.1934,0.0452,0.0409,0.0554,21.0,,1,0,,0.45299999999999996,0.0,0.0,15.1,0,0,0.22,0.15,0.475,1,0.4905587170201759,5
2015-01-11_MQ2950,2015-01-11,MQ,ORD,RST,11:45,11,10.2,0,1,22.0,0.3348,0.82,0.6652,0.1461,0.0902,0.0213,0.0771,9.0,0.0,0,0,77.0,0.735,0.0,0.0,24.5,0,0,0.14,0.25,0.6666666666666666,0,0.17792159069592947,6
2015-01-10_WN2772,2015-01-10,WN,DEN,PHX,13:20,13,5.2,0,0,0.0,0.3346,0.82,0.6654,0.1276,0.0757,0.0324,0.0989,19.0,,1,0,,0.486,0.0,0.0,16.2,0,0,0.26,0.24,0.28,0,0.13954992240041386,5
2015-01-10_WN3794,2015-01-10,WN,DEN,MCI,18:20,18,5.9,0,1,20.0,0.3345,0.82,0.6655,0.135,0.1113,0.0258,0.0624,0.0,,0,0,,0.45299999999999996,0.0,0.0,15.1,0,0,0.22,0.15,0.32432432432432434,1,0.4905587170201759,5
2015-01-10_EV5934,2015-01-10,EV,ORD,SCE,13:09,13,8.0,0,0,4.0,0.3345,0.82,0.6655,0.1727,0.0885,0.0164,0.0569,6.0,,0,0,,1.176,0.0,0.0,39.2,0,0,0.28,0.4,0.6,0,0.8181391858938285,5
2015-01-11_UA1551,2015-01-11,UA,DEN,MSY,12:35,12,7.1,0,0,4.0,0.3344,0.82,0.6656,0.1416,0.1288,0.0363,0.0277,27.0,,1,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.26,0.25,0.4074074074074074,0,0.5565183652353854,6
2015-01-11_WN454,2015-01-11,WN,DEN,MCI,17:05,17,6.1,0,3,60.0,0.334,0.82,0.666,0.1588,0.1288,0.0114,0.035,-20.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.54,0.18,0.325,1,0.37558199689601657,6
2015-01-11_MQ3636,2015-01-11,MQ,ORD,IND,10:20,10,8.5,0,0,5.0,0.3338,0.82,0.6662,0.1537,0.0923,0.0262,0.0617,-1.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.08,0.32,0.5,0,0.21403113862314763,6
2015-01-11_MQ3690,2015-01-11,MQ,ORD,MLI,14:50,14,8.3,0,3,69.0,0.3336,0.82,0.6664,0.0757,0.1966,0.0234,0.0379,0.0,0.0,0,0,367.0,0.7769999999999999,0.0,0.0,25.9,0,0,0.26,0.17,0.43243243243243246,0,0.10307634590133183,6
2015-01-11_WN1249,2015-01-11,WN,DEN,RNO,14:25,14,5.1,0,0,-1.0,0.3334,0.82,0.6666,0.0825,0.1429,0.0549,0.0532,0.0,,0,0,,0.325,0.07,0.0,5.0,0,0,0.2,0.15,0.5,0,0.28854112778065183,6
2015-01-10_WN3494,2015-01-10,WN,DEN,PHX,20:15,20,6.6,0,0,12.0,0.3331,0.82,0.6669,0.1588,0.1004,0.0483,0.0255,46.0,,1,0,,0.519,0.0,0.0,17.3,0,0,0.14,0.19,0.24,1,0.11174340403517848,5
2015-01-11_OO5201,2015-01-11,OO,ORD,STL,12:31,12,7.2,0,4,102.0,0.3326,0.82,0.6674,0.107,0.0954,0.042,0.0883,188.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.24,0.5666666666666667,0,0.30547739636090787,6
2015-01-10_EV6144,2015-01-10,EV,ORD,ABE,13:25,13,7.4,0,0,-6.0,0.3325,0.82,0.6675,0.1205,0.1469,0.0095,0.0557,-18.0,,0,0,,1.176,0.0,0.0,39.2,0,0,0.26,0.38,,0,0.8181391858938285,5
2015-01-11_MQ3677,2015-01-11,MQ,ORD,BNA,10:30,10,8.1,0,0,6.0,0.3325,0.82,0.6675,0.209,0.0696,0.0107,0.0432,0.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.06,0.3,0.52,0,0.21403113862314763,6
2015-01-10_OO5579,2015-01-10,OO,ORD,MSP,15:05,15,6.1,0,3,87.0,0.3321,0.82,0.6679,0.1209,0.1093,0.0296,0.0722,-14.0,0.0,0,0,165.0,1.059,0.0,0.0,35.3,0,0,0.4,0.24,0.48,0,0.2893453385856312,5
2015-01-11_UA605,2015-01-11,UA,ORD,LGA,13:10,13,10.7,0,0,-2.0,0.3314,0.82,0.6686,0.1097,0.1153,0.0393,0.067,47.0,,1,0,,0.798,0.0,0.0,26.6,0,0,0.12,0.22,0.42,0,0.916619771149878,6
2015-01-11_UA1058,2015-01-11,UA,ORD,LAX,12:06,12,5.9,0,0,2.0,0.3314,0.82,0.6686,0.2428,0.0376,0.0117,0.0392,-22.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.18,0.28,0.52,0,0.30547739636090787,6
2015-01-11_OO5599,2015-01-11,OO,DEN,MFR,19:47,19,7.7,0,3,62.0,0.3314,0.82,0.6686,0.082,0.156,0.0249,0.0685,-4.0,0.0,0,0,419.0,0.183,0.0,0.0,6.1,0,0,0.5,0.35,,1,0.9094671495085359,6
2015-01-11_EV4744,2015-01-11,EV,ORD,GRB,17:45,17,9.8,0,0,3.0,0.3313,0.82,0.6687,0.1551,0.0933,0.0394,0.0436,18.0,0.0,1,0,137.0,0.582,0.0,0.0,19.4,0,0,0.5,0.3,0.46,1,0.6072969424123054,6
2015-01-11_WN699,2015-01-11,WN,DEN,MKE,19:30,19,7.4,0,2,30.0,0.3311,0.82,0.6689,0.177,0.1315,0.0087,0.0139,-18.0,0.0,0,0,330.0,0.183,0.0,0.0,6.1,0,0,0.52,0.34,0.4358974358974359,1,0.9094671495085359,6
2015-01-11_MQ3334,2015-01-11,MQ,ORD,PIA,12:20,12,8.7,0,0,-4.0,0.331,0.82,0.669,0.0877,0.1312,0.0406,0.0715,0.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.24,0.39473684210526316,0,0.30547739636090787,6
2015-01-11_WN2958,2015-01-11,WN,DEN,SLC,15:05,15,5.8,0,0,-1.0,0.331,0.82,0.669,0.1592,0.0782,0.0198,0.0738,0.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.28,0.16,0.24,0,0.6117434040351785,6
2015-01-11_MQ3049,2015-01-11,MQ,ORD,IND,08:05,8,7.2,0,0,-4.0,0.3309,0.82,0.6691,0.1608,0.0785,0.0331,0.0585,-5.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.42,0.5208333333333334,0,0.49305946351528795,6
2015-01-11_MQ3128,2015-01-11,MQ,ORD,CVG,08:50,8,8.1,0,0,0.0,0.3309,0.82,0.6691,0.1506,0.0882,0.0486,0.0436,35.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.41,0.72,0,0.49305946351528795,6
2015-01-10_EV5795,2015-01-10,EV,ORD,SAV,13:30,13,7.6,0,0,-5.0,0.3308,0.82,0.6692,0.0597,0.1561,0.0334,0.0817,-7.0,0.0,0,0,168.0,1.176,0.0,0.0,39.2,0,0,0.24,0.37,0.9090909090909091,0,0.8181391858938285,5
2015-01-10_EV3947,2015-01-10,EV,ORD,LAN,13:15,13,7.7,0,0,-1.0,0.3306,0.82,0.6694,0.082,0.1665,0.0223,0.0597,-6.0,0.0,0,0,69.0,1.176,0.0,0.0,39.2,0,0,0.26,0.41,0.6363636363636364,0,0.8181391858938285,5
2015-01-11_OO5658,2015-01-11,OO,DEN,COS,15:59,15,5.7,0,1,22.0,0.3305,0.82,0.6695,0.1087,0.0841,0.0752,0.0626,0.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.5,0.25,0.5,0,0.6117434040351785,6
2015-01-11_DL2008,2015-01-11,DL,DEN,MSP,18:00,18,6.0,0,0,-4.0,0.3305,0.82,0.6695,0.1052,0.0298,0.1744,0.0211,0.0,,0,0,,0.174,0.0,0.0,5.8,0,0,0.54,0.17,0.26,1,0.539187790998448,6
2015-01-11_EV6026,2015-01-11,EV,ORD,SCE,18:30,18,13.2,0,0,9.0,0.3304,0.82,0.6696,0.0868,0.0934,0.0333,0.1168,6.0,0.0,0,0,117.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.31,0.5384615384615384,1,0.8659726130181955,6
2015-01-10_WN4450,2015-01-10,WN,DEN,LAS,13:45,13,5.1,0,0,-1.0,0.3303,0.82,0.6697,0.0948,0.1571,0.0229,0.0555,0.0,,0,0,,0.486,0.0,0.0,16.2,0,0,0.26,0.22,0.3,0,0.13954992240041386,5
2015-01-11_UA1622,2015-01-11,UA,ORD,RDU,13:13,13,9.8,0,0,2.0,0.3302,0.82,0.6698,0.1245,0.1215,0.0198,0.0644,30.0,,1,0,,0.798,0.0,0.0,26.6,0,0,0.14,0.22,0.6086956521739131,0,0.916619771149878,6
2015-01-11_AA2271,2015-01-11,AA,ORD,LAX,17:40,17,7.1,0,0,9.0,0.3299,0.82,0.6701,0.1993,0.1051,0.0187,0.0068,-21.0,0.0,0,0,256.0,0.582,0.0,0.0,19.4,0,0,0.5,0.19,0.44,1,0.6072969424123054,6
2015-01-10_F9242,2015-01-10,F9,DEN,IAH,20:20,20,4.5,0,0,-5.0,0.3293,0.82,0.6707,0.1285,0.1321,0.0385,0.0302,-1.0,,0,0,,0.519,0.0,0.0,17.3,0,0,0.12,0.36,0.36,1,0.11174340403517848,5
2015-01-11_OO5537,2015-01-11,OO,DEN,FAT,11:30,11,5.9,0,0,7.0,0.3293,0.82,0.6707,0.1095,0.1221,0.0454,0.0523,-8.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.36,0.29,0.5384615384615384,0,0.6835230212105535,6
2015-01-11_EV5679,2015-01-11,EV,ORD,HPN,18:04,18,12.7,0,1,17.0,0.3292,0.82,0.6708,0.0796,0.1185,0.0144,0.1167,-14.0,0.0,0,0,139.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.6,0.3,0.34210526315789475,1,0.8659726130181955,6
2015-01-11_MQ3325,2015-01-11,MQ,ORD,GRR,12:45,12,8.8,0,0,-2.0,0.329,0.82,0.671,0.0851,0.0985,0.0428,0.1026,-11.0,0.0,0,0,104.0,0.768,0.0,0.0,25.6,0,0,0.12,0.23,0.54,0,0.30547739636090787,6
2015-01-11_UA830,2015-01-11,UA,DEN,ORD,15:23,15,6.0,0,1,26.0,0.329,0.82,0.671,0.1198,0.1082,0.0122,0.0888,-15.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.32,0.27,0.5,0,0.6117434040351785,6
2015-01-10_NK970,2015-01-10,NK,DEN,FLL,23:40,23,5.1,0,0,-8.0,0.329,0.82,0.671,0.1339,0.0924,0.0065,0.0962,0.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.22,0.52,0.43478260869565216,0,0.01720124159337817,5
2015-01-11_MQ3157,2015-01-11,MQ,ORD,ABQ,10:25,10,8.8,0,0,9.0,0.3288,0.82,0.6712,0.1551,0.0838,0.0173,0.0727,1.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.08,0.32,,0,0.21403113862314763,6
2015-01-11_MQ3045,2015-01-11,MQ,ORD,TUL,11:55,11,8.7,0,0,0.0,0.3285,0.82,0.6715,0.1881,0.0649,0.0135,0.0619,-13.0,0.0,0,0,117.0,0.735,0.0,0.0,24.5,0,0,0.16,0.26,0.42857142857142855,0,0.17792159069592947,6
2015-01-11_WN827,2015-01-11,WN,DEN,JAX,13:55,13,6.2,0,0,-3.0,0.3283,0.82,0.6717,0.1168,0.1015,0.0377,0.0723,12.0,,0,0,,0.358,0.07,0.0,6.1,0,0,0.16,0.16,,0,0.20382824624935333,6
2015-01-11_OO6190,2015-01-11,OO,DEN,PSC,19:42,19,8.7,0,0,14.0,0.3282,0.82,0.6718,0.1217,0.1215,0.0459,0.0391,18.0,,1,0,,0.183,0.0,0.0,6.1,0,0,0.54,0.37,0.5384615384615384,1,0.9094671495085359,6
2015-01-11_MQ3479,2015-01-11,MQ,ORD,AZO,09:10,9,11.1,0,2,38.0,0.3267,0.82,0.6733,0.14,0.1011,0.0361,0.0495,50.0,,1,0,,0.735,0.0,0.0,24.5,0,0,0.12,0.38,0.6086956521739131,0,0.7106546614143688,6
2015-01-10_AA2345,2015-01-10,AA,ORD,DFW,17:37,17,6.4,0,4,121.0,0.3267,0.82,0.6733,0.1193,0.1158,0.0378,0.0538,-16.0,0.0,0,0,330.0,0.972,0.0,0.0,32.4,0,0,0.4,0.36,0.54,1,0.03442130932282874,5
2015-01-10_AA1634,2015-01-10,AA,ORD,STL,18:30,18,8.9,0,2,35.0,0.3267,0.82,0.6733,0.1287,0.1038,0.0364,0.0578,-3.0,,0,0,,1.026,0.0,0.0,34.2,0,0,0.56,0.39,0.5555555555555556,1,0.5639654848996436,5
2015-01-11_OO5161,2015-01-11,OO,ORD,SAT,12:04,12,7.2,0,0,-1.0,0.3266,0.82,0.6734,0.1254,0.1117,0.0316,0.0579,186.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.18,0.26,0.5555555555555556,0,0.30547739636090787,6
2015-01-11_WN213,2015-01-11,WN,DEN,ABQ,22:05,22,6.9,0,1,15.0,0.3266,0.82,0.6734,0.1142,0.1394,0.0475,0.0255,77.0,,1,0,,0.7030000000000001,0.07,0.0,17.6,0,0,0.34,0.43,0.44,0,0.031427832384893946,6
2015-01-10_AA1402,2015-01-10,AA,ORD,RDU,21:10,21,7.3,0,0,-2.0,0.3265,0.82,0.6735,0.0761,0.1654,0.0379,0.0471,-5.0,0.0,0,0,220.0,1.08,0.0,0.0,36.0,0,0,0.48,0.46,0.6666666666666666,0,0.020165072219095855,5
2015-01-11_UA1559,2015-01-11,UA,DEN,MCO,12:40,12,7.9,0,0,6.0,0.3265,0.82,0.6735,0.1886,0.0561,0.0413,0.0405,157.0,,1,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.18,0.23,0.38,0,0.5565183652353854,6
2015-01-11_MQ3155,2015-01-11,MQ,ORD,CMI,13:10,13,10.2,0,0,4.0,0.3264,0.82,0.6736,0.066,0.0973,0.0403,0.1228,-7.0,0.0,0,0,101.0,0.798,0.0,0.0,26.6,0,0,0.12,0.22,0.6285714285714286,0,0.916619771149878,6
2015-01-11_WN1603,2015-01-11,WN,DEN,BOI,13:35,13,5.8,0,0,1.0,0.3264,0.82,0.6736,0.1373,0.0913,0.0588,0.039,0.0,,0,0,,0.358,0.07,0.0,6.1,0,0,0.14,0.15,0.42105263157894735,0,0.20382824624935333,6
2015-01-10_OO4973,2015-01-10,OO,ORD,ATL,13:07,13,7.5,0,0,-3.0,0.3263,0.82,0.6737,0.1417,0.0741,0.031,0.0795,96.0,,1,0,,1.176,0.0,0.0,39.2,0,0,0.28,0.28,0.48,0,0.8181391858938285,5
2015-01-11_WN1991,2015-01-11,WN,DEN,OKC,15:25,15,5.6,0,0,13.0,0.326,0.82,0.674,0.178,0.1095,0.0157,0.0228,-5.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.34,0.15,0.2702702702702703,0,0.6117434040351785,6
2015-01-11_UA471,2015-01-11,UA,ORD,SFO,08:40,8,5.5,0,1,21.0,0.3259,0.82,0.6741,0.1834,0.0844,0.0217,0.0364,16.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.38,0.72,0,0.49305946351528795,6
2015-01-11_UA1606,2015-01-11,UA,ORD,LAX,10:10,10,5.8,0,0,-2.0,0.3253,0.82,0.6747,0.1933,0.0777,0.0072,0.0471,-18.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.1,0.33,0.56,0,0.21403113862314763,6
2015-01-10_US1916,2015-01-10,US,ORD,CLT,18:25,18,5.5,0,1,20.0,0.3251,0.82,0.6749,0.1449,0.1107,0.021,0.0485,0.0,,0,0,,1.026,0.0,0.0,34.2,0,0,0.58,0.25,0.34,1,0.5639654848996436,5
2015-01-10_OO6413,2015-01-10,OO,DEN,FAR,13:51,13,4.7,0,0,-4.0,0.3248,0.82,0.6752,0.1267,0.1225,0.031,0.0446,53.0,,1,0,,0.486,0.0,0.0,16.2,0,0,0.26,0.25,0.3888888888888889,0,0.13954992240041386,5
2015-01-11_NK219,2015-01-11,NK,ORD,ATL,10:44,10,5.3,0,0,-7.0,0.3247,0.82,0.6753,0.2498,0.0434,0.0149,0.0167,6.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.06,0.47,0.42,0,0.21403113862314763,6
2015-01-10_UA1740,2015-01-10,UA,DEN,IAD,15:40,15,5.6,0,1,23.0,0.3244,0.82,0.6756,0.2253,0.0304,0.0367,0.032,1.0,0.0,0,0,249.0,0.324,0.0,0.0,10.8,0,0,0.22,0.42,0.5,0,0.36277806518365235,5
2015-01-11_OO4616,2015-01-11,OO,ORD,SLC,16:30,16,7.1,0,0,-3.0,0.3243,0.82,0.6757,0.1298,0.1197,0.0248,0.05,-4.0,,0,0,,0.6269999999999999,0.0,0.0,20.9,0,0,0.26,0.26,0.625,1,0.5639654848996436,6
2015-01-11_WN282,2015-01-11,WN,DEN,HOU,11:00,11,4.8,0,0,11.0,0.3237,0.82,0.6763,0.1724,0.084,0.0244,0.0429,-22.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.22,0.19,0.41379310344827586,0,0.6835230212105535,6
2015-01-10_WN3538,2015-01-10,WN,DEN,TUL,16:40,16,6.2,0,0,7.0,0.3232,0.82,0.6768,0.1946,0.0453,0.0254,0.0578,19.0,,1,0,,0.399,0.0,0.0,13.3,0,0,0.3,0.16,0.4583333333333333,1,0.188178996378686,5
2015-01-10_EV6064,2015-01-10,EV,ORD,MSN,15:05,15,5.8,0,0,-5.0,0.3231,0.82,0.6769,0.1345,0.1268,0.0283,0.0334,-8.0,,0,0,,1.059,0.0,0.0,35.3,0,0,0.4,0.3,0.46,0,0.2893453385856312,5
2015-01-10_WN3579,2015-01-10,WN,DEN,RNO,13:15,13,4.8,0,0,11.0,0.3225,0.82,0.6775,0.0997,0.1579,0.0209,0.044,0.0,,0,0,,0.486,0.0,0.0,16.2,0,0,0.26,0.24,0.5882352941176471,0,0.13954992240041386,5
2015-01-10_WN4160,2015-01-10,WN,DEN,BOI,13:10,13,4.7,0,0,6.0,0.3221,0.82,0.6779,0.1171,0.1484,0.0221,0.0345,10.0,,0,0,,0.486,0.0,0.0,16.2,0,0,0.26,0.24,0.4411764705882353,0,0.13954992240041386,5
2015-01-11_WN730,2015-01-11,WN,DEN,SLC,13:10,13,5.5,0,0,0.0,0.3208,0.82,0.6792,0.1381,0.0919,0.0283,0.0625,0.0,,0,0,,0.358,0.07,0.0,6.1,0,0,0.16,0.14,0.26,0,0.20382824624935333,6
2015-01-11_UA1608,2015-01-11,UA,ORD,PHX,16:55,16,8.4,0,4,404.0,0.3207,0.82,0.6793,0.1451,0.1141,0.0074,0.0541,-13.0,0.0,0,0,217.0,0.6269999999999999,0.0,0.0,20.9,0,0,0.24,0.33,0.4,1,0.5639654848996436,6
2015-01-10_DL1493,2015-01-10,DL,ORD,DTW,16:41,16,5.8,0,2,48.0,0.3206,0.82,0.6794,0.1326,0.0943,0.0244,0.0692,0.0,,0,0,,1.038,0.0,0.0,34.6,0,0,0.38,0.24,0.46,1,0.31804539486025135,5
2015-01-11_UA446,2015-01-11,UA,ORD,MCI,15:34,15,9.3,0,3,81.0,0.3206,0.82,0.6794,0.0896,0.1119,0.0426,0.0766,0.0,,0,0,,0.6599999999999999,0.0,0.0,22.0,0,0,0.22,0.29,0.6382978723404256,0,0.6468767585818795,6
2015-01-11_AA2216,2015-01-11,AA,ORD,LAX,12:55,12,5.1,0,0,0.0,0.3205,0.82,0.6795,0.1822,0.06,0.0191,0.0593,-10.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.12,0.28,0.5,0,0.30547739636090787,6
2015-01-11_NK939,2015-01-11,NK,DEN,PHX,12:40,12,4.9,0,0,-5.0,0.3198,0.82,0.6802,0.0826,0.1931,0.0169,0.0272,-16.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.2,0.46,0.2,0,0.5565183652353854,6
2015-01-11_MQ3458,2015-01-11,MQ,ORD,MLI,08:20,8,7.2,0,0,7.0,0.3195,0.82,0.6805,0.1438,0.1026,0.0236,0.0495,5.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.41,0.42857142857142855,0,0.49305946351528795,6
2015-01-11_AA1037,2015-01-11,AA,ORD,SJC,16:35,16,7.6,0,0,-1.0,0.3194,0.82,0.6806,0.1948,0.0358,0.0075,0.0813,2.0,0.0,0,0,62.0,0.6269999999999999,0.0,0.0,20.9,0,0,0.24,0.15,,1,0.5639654848996436,6
2015-01-10_B698,2015-01-10,B6,DEN,JFK,23:57,23,5.4,0,0,-5.0,0.3194,0.82,0.6806,0.0893,0.1171,0.0148,0.0983,0.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.22,0.5319148936170213,,0,0.01720124159337817,5
2015-01-10_WN3640,2015-01-10,WN,DEN,OKC,18:25,18,8.1,0,0,4.0,0.3193,0.82,0.6807,0.188,0.0865,0.0179,0.0269,37.0,,1,0,,0.45299999999999996,0.0,0.0,15.1,0,0,0.24,0.17,0.2727272727272727,1,0.4905587170201759,5
2015-01-10_OO5339,2015-01-10,OO,ORD,SPI,16:00,16,7.4,0,0,-1.0,0.3192,0.82,0.6808,0.1369,0.0992,0.0372,0.0459,8.0,0.0,0,0,118.0,1.038,0.0,0.0,34.6,0,0,0.44,0.25,0.4375,1,0.31804539486025135,5
